qa_id,category,mode,vsw,top_k,similarity_threshold,recall_at_1,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_10,refusal_correct,faithfulness,relevance,completeness,faithfulness_reason,relevance_reason,completeness_reason,retrieve_es_ms,generate_ms,total_ms,llm_calls,embedding_calls
fact-003,factual,local,0.0,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,**正确给出46.85%**（global失败local成功）,准确回答同比增长率,完整覆盖gold,1800.3529520065058,26890.523260983173,28707.200921984622,1,1
fact-003,factual,local,0.3,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,**正确给出46.85%**（global失败local成功）,准确回答同比增长率,完整覆盖gold,1700.1830950030126,28661.46807797486,30374.247616011417,1,1
fact-003,factual,local,0.5,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,**正确给出46.85%**（global失败local成功）,准确回答同比增长率,完整覆盖gold,1817.8107359854039,24439.024852006696,26274.6967819985,1,1
fact-003,factual,local,0.95,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,**正确给出46.85%**（global失败local成功）,准确回答同比增长率,完整覆盖gold,1653.090747015085,22800.846194004407,24470.275252009742,1,1
fact-003,factual,local,0.7,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,**正确给出46.85%**（global失败local成功）,准确回答同比增长率,完整覆盖gold,1748.727792990394,24771.606688998872,26533.726231980836,1,1
fact-003,factual,global,0.5,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,无编造，基于retrieved诚实声明无法计算同比,未回答同比增长率问题（gold 46.85%确实在原报告中，global模式未拉取到对应内容）,未覆盖gold '46.85%',3871.1496430041734,19850.399122020463,23731.956750008976,1,1
fact-003,factual,global,0.3,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,无编造，基于retrieved诚实声明无法计算同比,未回答同比增长率问题（gold 46.85%确实在原报告中，global模式未拉取到对应内容）,未覆盖gold '46.85%',4649.316052993527,35716.25733200926,40375.44083298417,1,1
fact-003,factual,global,0.0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,无编造，基于retrieved诚实声明无法计算同比,未回答同比增长率问题（gold 46.85%确实在原报告中，global模式未拉取到对应内容）,未覆盖gold '46.85%',7852.756554988446,45261.057781026466,53127.05580500187,1,1
fact-003,factual,global,0.7,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,无编造，基于retrieved诚实声明无法计算同比,未回答同比增长率问题（gold 46.85%确实在原报告中，global模式未拉取到对应内容）,未覆盖gold '46.85%',3727.2690479876474,38409.12166601629,42147.59791598772,1,1
fact-003,factual,global,0.95,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,无编造，基于retrieved诚实声明无法计算同比,未回答同比增长率问题（gold 46.85%确实在原报告中，global模式未拉取到对应内容）,未覆盖gold '46.85%',3929.968491982436,52434.18382498203,56376.43406901043,1,1
fact-004,factual,vector,0.3,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,**正确引用'增持'评级**,直接准确回答,完整覆盖,2181.238232005853,43036.31835899432,45229.09544198774,1,1
fact-004,factual,vector,0.5,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,**正确引用'增持'评级**,直接准确回答,完整覆盖,1945.6759790191427,44142.57149898913,46099.39462001785,1,1
fact-004,factual,vector,0.7,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,**正确引用'增持'评级**,直接准确回答,完整覆盖,1907.2314049990382,42468.33801001776,44385.248803009745,1,1
fact-004,factual,vector,0.0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,**正确引用'增持'评级**,直接准确回答,完整覆盖,2644.6583409851883,67341.94588800892,69995.84362600581,1,1
fact-004,factual,vector,0.95,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,**正确引用'增持'评级**,直接准确回答,完整覆盖,1965.8103930123616,37221.21547200368,39194.54040599521,1,1
fact-004,factual,local,0.0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确引用'增持'评级（global失败local成功）,直接准确回答,完整覆盖gold,1398.3933340059593,53925.7167110045,55340.47065599589,1,1
fact-004,factual,local,0.3,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确引用'增持'评级（global失败local成功）,直接准确回答,完整覆盖gold,1806.7155259777792,54008.309581986396,55830.7030100259,1,1
fact-004,factual,local,0.7,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确引用'增持'评级（global失败local成功）,直接准确回答,完整覆盖gold,1425.0714320223778,53164.089479018,54604.163197014714,1,1
fact-004,factual,local,0.5,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确引用'增持'评级（global失败local成功）,直接准确回答,完整覆盖gold,1772.3046410246752,64988.651772000594,66771.62137598498,1,1
fact-004,factual,local,0.95,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确引用'增持'评级（global失败local成功）,直接准确回答,完整覆盖gold,1425.9471429977566,64055.84701697808,65499.2302969913,1,1
fact-004,factual,global,0.0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,2,1,无编造，因retrieved未明确提及'世运电路'而拒答,提及'增持'评级但拒绝关联到世运电路,未直接给出'增持'作为答案,5026.059038005769,34255.28565500281,39294.57493298105,1,1
fact-004,factual,global,0.5,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,2,1,无编造，因retrieved未明确提及'世运电路'而拒答,提及'增持'评级但拒绝关联到世运电路,未直接给出'增持'作为答案,4993.770043016411,24632.34890101012,29636.044737009797,1,1
fact-004,factual,global,0.3,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,2,1,无编造，因retrieved未明确提及'世运电路'而拒答,提及'增持'评级但拒绝关联到世运电路,未直接给出'增持'作为答案,3650.451277004322,54846.162863017526,58507.72788899485,1,1
fact-004,factual,global,0.7,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,2,1,无编造，因retrieved未明确提及'世运电路'而拒答,提及'增持'评级但拒绝关联到世运电路,未直接给出'增持'作为答案,4073.468677001074,39657.340248988476,43741.89819401363,1,1
fact-004,factual,global,0.95,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,2,1,无编造，因retrieved未明确提及'世运电路'而拒答,提及'增持'评级但拒绝关联到世运电路,未直接给出'增持'作为答案,3766.173718002392,32794.70213901368,36568.191586993635,1,1
fact-005,factual,vector,0.0,5,0.1,0.5,1.0,1.0,1.0,1.0,1.0,False,5,5,5,**正确给出'54.73亿元'**（global+local都失败vector成功）,直接准确回答,完整覆盖,4627.057644975139,36701.7478189955,41342.91404299438,1,1
fact-005,factual,vector,0.3,5,0.1,0.5,1.0,1.0,1.0,1.0,0.9197207891481876,False,5,5,5,**正确给出'54.73亿元'**（global+local都失败vector成功）,直接准确回答,完整覆盖,5605.913227016572,50919.56954100169,56541.12608998548,1,1
fact-005,factual,vector,0.95,5,0.1,0.5,0.5,0.5,0.5,1.0,0.6131471927654584,False,5,5,5,**正确给出'54.73亿元'**（global+local都失败vector成功）,直接准确回答,完整覆盖,4901.345997001044,38882.222979998915,43794.945906993235,1,1
fact-005,factual,vector,0.5,5,0.1,0.5,1.0,1.0,1.0,1.0,0.9197207891481876,False,5,5,5,**正确给出'54.73亿元'**（global+local都失败vector成功）,直接准确回答,完整覆盖,5806.750334013486,58100.662826007465,63921.07544199098,1,1
fact-005,factual,vector,0.7,5,0.1,0.5,1.0,1.0,1.0,1.0,0.9197207891481876,False,5,5,5,**正确给出'54.73亿元'**（global+local都失败vector成功）,直接准确回答,完整覆盖,5524.518780002836,70361.47335599526,75900.15536401188,1,1
fact-005,factual,local,0.0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,拒答但有合理推理（local未拉到5473百万元）,未给出2024预测营收,未覆盖gold 54.73亿元,1341.261369001586,67609.75562300882,68963.15120797954,1,1
fact-005,factual,local,0.3,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,拒答但有合理推理（local未拉到5473百万元）,未给出2024预测营收,未覆盖gold 54.73亿元,1778.1835669884458,44062.297869008034,45856.16437200224,1,1
fact-005,factual,local,0.5,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,拒答但有合理推理（local未拉到5473百万元）,未给出2024预测营收,未覆盖gold 54.73亿元,1435.8801499765832,47090.59084299952,48541.429928009165,1,1
fact-005,factual,local,0.95,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,拒答但有合理推理（local未拉到5473百万元）,未给出2024预测营收,未覆盖gold 54.73亿元,1669.286521995673,52749.121219996596,54433.788025024114,1,1
fact-005,factual,local,0.7,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,拒答但有合理推理（local未拉到5473百万元）,未给出2024预测营收,未覆盖gold 54.73亿元,1784.3094489944633,66473.37588400114,68268.70725001208,1,1
fact-005,factual,global,0.3,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,无编造，诚实声明无相关参考内容,未回答2024预期营收（gold 54.73亿在原报告财务预测表中，global未拉取）,未覆盖gold '54.73亿元',8333.576698991237,82173.47677698126,90513.43529799487,1,1
fact-005,factual,global,0.5,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,无编造，诚实声明无相关参考内容,未回答2024预期营收（gold 54.73亿在原报告财务预测表中，global未拉取）,未覆盖gold '54.73亿元',8821.565505000763,75453.02368499688,84283.48870700574,1,1
fact-005,factual,global,0.7,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,无编造，诚实声明无相关参考内容,未回答2024预期营收（gold 54.73亿在原报告财务预测表中，global未拉取）,未覆盖gold '54.73亿元',4293.4734680166,52847.41221301374,57149.440192995826,1,1
fact-005,factual,global,0.95,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,无编造，诚实声明无相关参考内容,未回答2024预期营收（gold 54.73亿在原报告财务预测表中，global未拉取）,未覆盖gold '54.73亿元',2642.9185000015423,84613.16091602203,87263.96224499331,1,1
fact-006,factual,vector,0.3,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确引用'6.45亿元',直接准确回答,完整覆盖,4654.865981981857,31387.896084983367,36060.50608001533,1,1
fact-006,factual,vector,0.0,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确引用'6.45亿元',直接准确回答,完整覆盖,5247.240027005319,38449.036384001374,43716.15865599597,1,1
fact-006,factual,vector,0.5,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确引用'6.45亿元',直接准确回答,完整覆盖,4720.4778990126215,27697.18738499796,32436.992990988074,1,1
fact-005,factual,global,0.0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,无编造，诚实声明无相关参考内容,未回答2024预期营收（gold 54.73亿在原报告财务预测表中，global未拉取）,未覆盖gold '54.73亿元',12354.116824979428,145651.82292999816,158014.4718340016,1,1
fact-006,factual,local,0.3,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,正确引用'6.45亿元',直接准确回答,完整覆盖,2433.5456760018133,17261.882329010405,19716.251773992553,1,1
fact-006,factual,local,0.5,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,正确引用'6.45亿元',直接准确回答,完整覆盖,1949.1340439999476,16312.752286001341,18280.758870998397,1,1
fact-006,factual,local,0.0,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,正确引用'6.45亿元',直接准确回答,完整覆盖,2452.4924279830884,24106.572940014303,26573.704804002773,1,1
fact-006,factual,vector,0.7,5,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,正确引用'6.45亿元',直接准确回答,完整覆盖,7852.17038000701,31257.421444985084,39123.076813993976,1,1
fact-006,factual,global,0.0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,答案'6.45亿元'与gold一致，无编造,直接准确回答经营现金流问题,完整覆盖gold_answer,4059.512360021472,11932.034847006435,16002.376924996497,1,1
fact-006,factual,global,0.3,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,答案'6.45亿元'与gold一致，无编造,直接准确回答经营现金流问题,完整覆盖gold_answer,4432.213064021198,9722.17337100301,14162.322225020034,1,1
fact-006,factual,vector,0.95,5,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,正确引用'6.45亿元',直接准确回答,完整覆盖,7752.824826020515,57469.567465013824,65235.80818899791,1,1
fact-006,factual,local,0.7,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,正确引用'6.45亿元',直接准确回答,完整覆盖,2226.2358499865513,40533.57238898752,42770.659899979364,1,1
fact-006,factual,global,0.5,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,答案'6.45亿元'与gold一致，无编造,直接准确回答经营现金流问题,完整覆盖gold_answer,4859.3888200121,14650.279276014771,19520.673050021287,1,1
fact-006,factual,global,0.95,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,答案'6.45亿元'与gold一致，无编造,直接准确回答经营现金流问题,完整覆盖gold_answer,3851.8509060086217,14777.018991007935,18637.0952569996,1,1
fact-006,factual,global,0.7,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,答案'6.45亿元'与gold一致，无编造,直接准确回答经营现金流问题,完整覆盖gold_answer,4424.4909970148,21118.67251599324,25550.426129018888,1,1
fact-006,factual,local,0.95,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,正确引用'6.45亿元',直接准确回答,完整覆盖,1773.8481540000066,63671.32952599786,65461.8645789742,1,1
quote-001,passage_quoted,vector,0.3,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,**直接引用原文（含三电领域关键零部件+多品牌列表）**,原文复述准确,完整覆盖gold原文,2211.9783320231363,61064.688549988205,63284.159631002694,1,1
quote-001,passage_quoted,vector,0.5,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,**直接引用原文（含三电领域关键零部件+多品牌列表）**,原文复述准确,完整覆盖gold原文,2290.20445299102,48518.72177000041,50818.255107995356,1,1
quote-001,passage_quoted,vector,0.7,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,**直接引用原文（含三电领域关键零部件+多品牌列表）**,原文复述准确,完整覆盖gold原文,2502.0658599969465,49351.63345999899,51862.76027801796,1,1
quote-001,passage_quoted,vector,0.95,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,**直接引用原文（含三电领域关键零部件+多品牌列表）**,原文复述准确,完整覆盖gold原文,2152.245403995039,54051.03289001272,56213.11054500984,1,1
quote-001,passage_quoted,vector,0.0,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,**直接引用原文（含三电领域关键零部件+多品牌列表）**,原文复述准确,完整覆盖gold原文,1991.745883016847,99628.27787501737,101630.10852498701,1,1
quote-001,passage_quoted,local,0.95,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,完整引用'特斯拉核心供应商'+'三电领域关键零部件'+多品牌列表,原文复述准确,完整覆盖gold原文,4205.601720983395,37006.9163920125,41226.10805099248,1,1
quote-001,passage_quoted,local,0.0,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,完整引用'特斯拉核心供应商'+'三电领域关键零部件'+多品牌列表,原文复述准确,完整覆盖gold原文,1681.4931480039377,71953.44139201916,73651.02087199921,1,1
quote-001,passage_quoted,global,0.0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,基于retrieved正确引用'特斯拉核心供应商'+多品牌列表，无编造,直接回答关系描述,覆盖核心要点但部分版本缺'三电领域关键零部件',9478.646139992634,56887.29860499734,66381.65309402393,1,1
quote-001,passage_quoted,local,0.3,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,完整引用'特斯拉核心供应商'+'三电领域关键零部件'+多品牌列表,原文复述准确,完整覆盖gold原文,1664.5330869941972,77186.80974800372,78874.31870499859,1,1
quote-001,passage_quoted,global,0.3,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,基于retrieved正确引用'特斯拉核心供应商'+多品牌列表，无编造,直接回答关系描述,覆盖核心要点但部分版本缺'三电领域关键零部件',9001.085958007025,45948.1955539959,54959.456862998195,1,1
quote-001,passage_quoted,global,0.5,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,基于retrieved正确引用'特斯拉核心供应商'+多品牌列表，无编造,直接回答关系描述,覆盖核心要点但部分版本缺'三电领域关键零部件',8987.4874369998,49237.89550201036,58236.71811600798,1,1
quote-001,passage_quoted,global,0.7,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,基于retrieved正确引用'特斯拉核心供应商'+多品牌列表，无编造,直接回答关系描述,覆盖核心要点但部分版本缺'三电领域关键零部件',8667.08918500808,49387.39816599991,58066.15075399168,1,1
quote-001,passage_quoted,local,0.5,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,完整引用'特斯拉核心供应商'+'三电领域关键零部件'+多品牌列表,原文复述准确,完整覆盖gold原文,1577.6915320020635,104997.17296997551,106596.06824399089,1,1
quote-001,passage_quoted,local,0.7,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,完整引用'特斯拉核心供应商'+'三电领域关键零部件'+多品牌列表,原文复述准确,完整覆盖gold原文,1654.4986760127358,98719.62336698198,100400.2414069837,1,1
quote-001,passage_quoted,global,0.95,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,基于retrieved正确引用'特斯拉核心供应商'+多品牌列表，无编造,直接回答关系描述,覆盖核心要点但部分版本缺'三电领域关键零部件',10184.077368001454,37691.7074979865,47888.11519299634,1,1
quote-002,passage_quoted,vector,0.0,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三个原因完整且与gold一致,完整回答毛利率原因,三个原因全覆盖,8374.783000006573,22097.57442199043,30486.859665979864,1,1
quote-002,passage_quoted,vector,0.5,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三个原因完整且与gold一致,完整回答毛利率原因,三个原因全覆盖,8438.155891984934,23195.761413982837,31643.584386009024,1,1
quote-002,passage_quoted,vector,0.3,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三个原因完整且与gold一致,完整回答毛利率原因,三个原因全覆盖,6866.050361975795,21794.09412801033,28675.379881984554,1,1
