qa_id,category,mode,vsw,top_k,similarity_threshold,recall_at_1,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_10,refusal_correct,faithfulness,relevance,completeness,faithfulness_reason,relevance_reason,completeness_reason,retrieve_es_ms,generate_ms,total_ms,llm_calls,embedding_calls
fact-002,factual,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,正确21.51亿,直接回答,缺同比-2.32%,6297.617823001929,56903.352726018056,63210.987041995395,1,1
fact-003,factual,vector,0.6,10,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确46.85%,直接回答,完整覆盖,5824.028842005646,24416.932985011954,30255.01195000834,1,1
fact-002,factual,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,正确21.51亿,直接回答,缺同比-2.32%,4819.545052014291,62705.46612498583,67534.23149400624,1,1
fact-003,factual,local,0.6,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确46.85%,直接回答,完整覆盖,1445.7150539965369,20246.23122101184,21702.545539010316,1,1
fact-003,factual,local,0.6,3,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确46.85%,直接回答,完整覆盖,1965.1583209924866,36660.901190014556,38637.03225401696,1,1
fact-003,factual,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答,未回答同比增长,未覆盖gold 46.85%,6320.578199985903,3399.6961879893206,9733.011698001064,1,1
fact-003,factual,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答,未回答同比增长,未覆盖gold 46.85%,6944.978340005036,4213.030328974128,11167.142306017922,1,1
fact-003,factual,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答,未回答同比增长,未覆盖gold 46.85%,5988.405814016005,2526.7859190062154,8523.159872012911,1,1
fact-003,factual,local,0.6,10,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确46.85%,直接回答,完整覆盖,1386.9543339824304,30335.508125979686,31740.593972004717,1,1
fact-004,factual,vector,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确'增持',直接回答,完整覆盖,5079.8177709802985,2977.3355610086583,8067.709553986788,1,1
fact-004,factual,vector,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确'增持',直接回答,完整覆盖,5084.107941976981,4005.3663440048695,9103.467023989651,1,1
fact-004,factual,vector,0.6,10,0.1,0.0,0.0,0.0,1.0,0.125,0.31546487678572877,False,5,5,5,正确'增持',直接回答,完整覆盖,4840.420702996198,5447.358307021204,10299.033140996471,1,1
fact-004,factual,local,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确'增持',直接回答,完整覆盖,3829.132997983834,7122.14695700095,10984.167291026097,1,1
fact-004,factual,local,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确'增持',直接回答,完整覆盖,3800.3441939945333,3176.1540330189746,6992.264641012298,1,1
fact-004,factual,local,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确'增持',直接回答,完整覆盖,5265.162312018219,3944.964099006029,9227.325446001487,1,1
fact-004,factual,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答,未回答评级,未覆盖gold 增持,7137.280811992241,2623.9685569889843,9768.085151008563,1,1
fact-004,factual,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答,未回答评级,未覆盖gold 增持,6796.691058989381,3363.981219008565,10171.445448999293,1,1
fact-004,factual,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答,未回答评级,未覆盖gold 增持,6148.637512000278,1474.2422319832258,7629.2446670122445,1,1
fact-005,factual,vector,0.6,3,0.1,,,,,0.0,0.0,False,5,5,5,正确54.73亿（5473百万元）,直接回答,完整覆盖,,,,,
fact-005,factual,local,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,2,2,诚实拒答+合理推理,未给出营收预测,未覆盖gold 54.73亿,3069.8803199920803,6946.043509989977,10036.97743100929,1,1
fact-005,factual,local,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,2,2,诚实拒答+合理推理,未给出营收预测,未覆盖gold 54.73亿,3106.472646992188,7629.216650995659,10759.469744982198,1,1
fact-005,factual,vector,0.6,5,0.1,0.5,1.0,1.0,1.0,1.0,0.9197207891481876,False,5,5,5,正确54.73亿（5473百万元）,直接回答,完整覆盖,11493.971001997124,3723.1736769899726,15232.074933010153,1,1
fact-005,factual,vector,0.6,10,0.1,0.5,1.0,1.0,1.0,1.0,0.9197207891481876,False,5,5,5,正确54.73亿（5473百万元）,直接回答,完整覆盖,9279.1676010238,2467.6949090207927,11764.98884402099,1,1
fact-005,factual,local,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,2,2,诚实拒答+合理推理,未给出营收预测,未覆盖gold 54.73亿,5074.540968023939,6088.423794019036,11179.863797995495,1,1
fact-005,factual,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答,未回答营收预测,未覆盖gold 54.73亿,5682.483368989779,4517.8275300131645,10209.09538801061,1,1
fact-005,factual,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答,未回答营收预测,未覆盖gold 54.73亿,5921.71503402642,3427.878981019603,9359.075848013163,1,1
fact-005,factual,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答,未回答营收预测,未覆盖gold 54.73亿,5205.249005986843,4498.008449008921,9713.19192298688,1,1
fact-006,factual,vector,0.6,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确6.45亿,直接回答,完整覆盖,7730.105204012943,1667.3793490044773,9415.13253399171,1,1
fact-006,factual,vector,0.6,3,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确6.45亿,直接回答,完整覆盖,9240.399242989952,1474.4759550085291,10725.73237202596,1,1
fact-006,factual,local,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,答案为空（生成失败/边缘 case）,未回答,未覆盖,4351.920149027137,1229.4198139861692,5597.1358779934235,1,1
fact-006,factual,local,0.6,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,1,1,答案为空（生成失败/边缘 case）,未回答,未覆盖,4362.44569599512,1171.9757500104606,5553.368352993857,1,1
fact-006,factual,vector,0.6,10,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确6.45亿,直接回答,完整覆盖,8616.70871899696,1617.4501920177136,10258.070345007582,1,1
fact-006,factual,local,0.6,10,0.1,,,,,0.0,0.0,False,5,1,1,答案为空（生成失败/边缘 case）,未回答,未覆盖,,,,,
fact-006,factual,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确6.45亿,直接回答,完整覆盖,5183.462373999646,4006.0220190207474,9203.06789802271,1,1
fact-006,factual,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确6.45亿,直接回答,完整覆盖,6379.758447990753,1399.388000019826,7796.820952004055,1,1
fact-006,factual,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,正确6.45亿,直接回答,完整覆盖,7789.3777930003125,1441.5344430017285,9241.49614298949,1,1
quote-001,passage_quoted,vector,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,完整引用原文,原文复述准确,完整覆盖,3754.9056190182455,2994.6788949891925,6762.859912996646,1,1
quote-001,passage_quoted,vector,0.6,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,完整引用原文,原文复述准确,完整覆盖,4385.201741009951,3312.0473139861133,7711.782288009999,1,1
quote-001,passage_quoted,vector,0.6,10,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,完整引用原文,原文复述准确,完整覆盖,3922.7596370037645,3096.981948008761,7034.593454998685,1,1
quote-001,passage_quoted,local,0.6,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,完整引用原文,原文复述准确,完整覆盖,4873.2769879861735,5258.36773699848,10153.493093006546,1,1
quote-001,passage_quoted,local,0.6,3,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,完整引用原文,原文复述准确,完整覆盖,2862.759269977687,3710.9067990095355,6594.179333013017,1,1
quote-001,passage_quoted,local,0.6,10,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,完整引用原文,原文复述准确,完整覆盖,4065.6121660140343,3675.5697579937987,7759.195034013828,1,1
quote-001,passage_quoted,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答（global未拉到客户描述）,未回答关系描述,未覆盖gold,8436.810692975996,4302.643718983745,12756.318077998003,1,1
quote-001,passage_quoted,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答（global未拉到客户描述）,未回答关系描述,未覆盖gold,8516.51808799943,3170.0173989811447,11701.5658270102,1,1
quote-001,passage_quoted,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,1,诚实拒答（global未拉到客户描述）,未回答关系描述,未覆盖gold,5468.994528986514,4215.011608001078,9693.371916975593,1,1
quote-002,passage_quoted,vector,0.6,3,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三个原因完整,完整回答,完整覆盖,10596.622728015063,3520.6208449963015,14131.200204981724,1,1
quote-002,passage_quoted,vector,0.6,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三个原因完整,完整回答,完整覆盖,10096.962178009562,4065.733221010305,14176.821308006765,1,1
quote-002,passage_quoted,local,0.6,3,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,三个原因完整,完整回答,完整覆盖,4773.6954239953775,3407.3569170141127,8214.286884001922,1,1
quote-002,passage_quoted,local,0.6,5,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,三个原因完整,完整回答,完整覆盖,2725.7200790045317,3278.3108680159785,6030.043459992157,1,1
quote-002,passage_quoted,vector,0.6,10,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三个原因完整,完整回答,完整覆盖,17696.58647000324,6056.821706995834,23775.40333001525,1,1
quote-002,passage_quoted,local,0.6,10,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,三个原因完整,完整回答,完整覆盖,19913.058436999563,5241.059260995826,25625.369084998965,1,1
quote-002,passage_quoted,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,三个原因完整,完整回答,三个原因全覆盖,13128.818519995548,3870.154875010485,17020.936066983268,1,1
quote-002,passage_quoted,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,三个原因完整,完整回答,三个原因全覆盖,12361.121410998749,2891.482220002217,15272.590656008106,1,1
quote-003,passage_quoted,vector,0.6,3,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三个风险完整,完整回答,完整覆盖,3264.549163985066,1543.4952969953883,4819.08526798361,1,1
quote-002,passage_quoted,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,三个原因完整,完整回答,三个原因全覆盖,8976.184311002726,3735.410483990563,12736.212224001065,1,1
quote-003,passage_quoted,vector,0.6,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三个风险完整,完整回答,完整覆盖,5736.801380990073,1539.7768700204324,7306.170099007431,1,1
quote-003,passage_quoted,vector,0.6,10,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三个风险完整,完整回答,完整覆盖,15134.790662996238,1720.2276420139242,16903.824051987613,1,1
quote-003,passage_quoted,local,0.6,3,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,三个风险完整且与gold一致,完整回答,完整覆盖,11617.421012982959,1809.0096469968557,13482.051630999194,1,1
quote-003,passage_quoted,local,0.6,5,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,三个风险完整且与gold一致,完整回答,完整覆盖,11911.992400011513,1814.4043270149268,13781.75293302047,1,1
quote-003,passage_quoted,local,0.6,10,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,三个风险完整且与gold一致,完整回答,完整覆盖,12173.9710260008,1734.832162008388,13959.755874006078,1,1
quote-003,passage_quoted,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,2,3,1,**编造了gold外的风险（盈利/供应链/费用结构等）**，是幻觉,部分回答风险问题,未覆盖gold三项风险,22806.807954009855,7528.4556330007035,30377.11241299985,1,1
quote-003,passage_quoted,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,2,3,1,**编造了gold外的风险（盈利/供应链/费用结构等）**，是幻觉,部分回答风险问题,未覆盖gold三项风险,17573.44599699718,8410.858279996319,26023.771991982358,1,1
quote-003,passage_quoted,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,2,3,1,**编造了gold外的风险（盈利/供应链/费用结构等）**，是幻觉,部分回答风险问题,未覆盖gold三项风险,17401.749607000966,7085.798238986172,24518.112229998223,1,1
quote-004,passage_quoted,vector,0.6,3,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确'5%-15%',准确回答,完整覆盖,15691.21850997908,2884.507153998129,18611.79204902146,1,1
quote-004,passage_quoted,vector,0.6,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确'5%-15%',准确回答,完整覆盖,15282.277040008921,3261.6112509858795,18631.837257009465,1,1
quote-004,passage_quoted,vector,0.6,10,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确'5%-15%',准确回答,完整覆盖,15571.67826697696,2913.259780005319,18551.41625899705,1,1
quote-004,passage_quoted,local,0.6,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确'5%-15%',准确回答,完整覆盖,12141.788002016256,3922.113998007262,16113.468850002391,1,1
quote-004,passage_quoted,local,0.6,3,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确'5%-15%',准确回答,完整覆盖,12078.833407984348,5296.844583994243,17423.034245002782,1,1
quote-004,passage_quoted,local,0.6,10,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,正确'5%-15%',准确回答,完整覆盖,9917.451751010958,3970.4938959912397,13913.722005003365,1,1
quote-004,passage_quoted,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,4,4,4,提及'5%-15%'但表述含糊（涨幅大于0%但不超过15%）,部分回答评级标准,数字覆盖但精度低,14219.36295501655,4259.863209008472,18504.00315001025,1,1
quote-004,passage_quoted,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,4,4,4,提及'5%-15%'但表述含糊（涨幅大于0%但不超过15%）,部分回答评级标准,数字覆盖但精度低,10677.22668100032,4281.193959002849,14978.25879501761,1,1
quote-004,passage_quoted,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,4,4,4,提及'5%-15%'但表述含糊（涨幅大于0%但不超过15%）,部分回答评级标准,数字覆盖但精度低,21933.476361009525,4245.49934300012,26217.02194600948,1,1
quote-005,passage_quoted,local,0.6,3,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,24+5G+28层完整,完整,完整覆盖,15429.680172994267,6047.945858008461,21500.374297000235,1,1
quote-005,passage_quoted,vector,0.6,3,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,24+5G+28层完整,完整,完整覆盖,23568.494917999487,3211.4081509935204,26809.39309700625,1,1
quote-005,passage_quoted,vector,0.6,5,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,24+5G+28层完整,完整,完整覆盖,23778.043064987287,3983.8197809876874,27803.127735998714,1,1
quote-005,passage_quoted,vector,0.6,10,0.1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,False,5,5,5,24+5G+28层完整,完整,完整覆盖,23804.319307004334,3881.0592090012506,27726.66621900862,1,1
quote-005,passage_quoted,local,0.6,5,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,24+5G+28层完整,完整,完整覆盖,10654.010639002081,4343.493660009699,15019.202130992198,1,1
quote-005,passage_quoted,local,0.6,10,0.1,1.0,1.0,1.0,1.0,1.0,1.0,False,5,5,5,24+5G+28层完整,完整,完整覆盖,10550.007664016448,6802.549838990672,17372.938287007855,1,1
quote-005,passage_quoted,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,24层+5G+多元技术充分,完整回答PCB技术,部分版本缺28层制造能力,17306.550460984,5504.551155027002,22831.636253977194,1,1
quote-005,passage_quoted,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,24层+5G+多元技术充分,完整回答PCB技术,部分版本缺28层制造能力,8366.037200001301,4517.238172003999,13040.847921016393,1,1
quote-005,passage_quoted,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,24层+5G+多元技术充分,完整回答PCB技术,部分版本缺28层制造能力,9572.019167011604,6133.3110320265405,15770.775351003977,1,1
quote-006,passage_quoted,local,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,**11.88%+稼动率完整**,完整,完整覆盖,3809.8095399909653,5213.812344998587,9045.643718010979,1,1
quote-006,passage_quoted,vector,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,**11.88%+稼动率完整**,完整,完整覆盖,11119.929376989603,6547.744536015671,17684.881936991587,1,1
quote-006,passage_quoted,vector,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,5,**11.88%+稼动率完整**,完整,完整覆盖,11157.768325996585,5544.438570010243,16721.80676899734,1,1
quote-006,passage_quoted,vector,0.6,10,0.1,0.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,False,5,5,5,**11.88%+稼动率完整**,完整,完整覆盖,9591.334284021286,1621.9271330046467,11239.882258989383,1,1
quote-006,passage_quoted,local,0.6,5,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,**11.88%+稼动率完整**,完整,完整覆盖,2820.2675450011156,1803.0358719988726,4646.46509900922,1,1
quote-006,passage_quoted,local,0.6,10,0.1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,False,5,5,5,**11.88%+稼动率完整**,完整,完整覆盖,4021.2081439967733,2770.3817390138283,6813.836645014817,1,1
quote-006,passage_quoted,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,4,3,稼动率原因正确,回答环比但缺数字,未给出11.88%关键数字,6356.815214996459,3651.476894010557,10026.349405001383,1,1
quote-006,passage_quoted,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,4,3,稼动率原因正确,回答环比但缺数字,未给出11.88%关键数字,7575.3759809886105,2347.0483779965434,9944.613160012523,1,1
quote-006,passage_quoted,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,4,3,稼动率原因正确,回答环比但缺数字,未给出11.88%关键数字,6824.948490015231,3050.238497002283,9889.92951399996,1,1
theme-001,cross_paragraph_theme,vector,0.6,3,0.1,0.25,0.25,0.25,0.25,1.0,0.3903800499921017,False,5,5,5,**毛利率17.61%+三因素+费用控制完整**,完整回答,完整覆盖gold,9394.474146014545,5330.877166998107,14744.042568985606,1,1
theme-001,cross_paragraph_theme,local,0.6,3,0.1,0.25,0.25,0.25,0.25,1.0,0.3903800499921017,False,5,4,3,基于retrieved,回答方向正确,缺毛利率17.61%+汇兑3863万具体数字,3753.827602020465,9511.173685023095,13286.370192014147,1,1
theme-001,cross_paragraph_theme,vector,0.6,5,0.1,0.25,0.25,0.25,0.25,1.0,0.3903800499921017,False,5,5,5,**毛利率17.61%+三因素+费用控制完整**,完整回答,完整覆盖gold,9336.46722600679,8327.480934996856,17682.49696798739,1,1
theme-001,cross_paragraph_theme,local,0.6,5,0.1,0.25,0.25,0.75,0.75,1.0,0.7095272044910244,False,5,4,3,基于retrieved,回答方向正确,缺毛利率17.61%+汇兑3863万具体数字,4776.864245010074,6805.493413005024,11611.479341983795,1,1
theme-001,cross_paragraph_theme,vector,0.6,10,0.1,0.25,0.25,0.25,0.75,1.0,0.6595629128335778,False,5,5,5,**毛利率17.61%+三因素+费用控制完整**,完整回答,完整覆盖gold,8756.69960200321,5580.818907998037,14362.967257009586,1,1
theme-001,cross_paragraph_theme,local,0.6,10,0.1,0.25,0.25,0.75,0.75,1.0,0.7095272044910244,False,5,4,3,基于retrieved,回答方向正确,缺毛利率17.61%+汇兑3863万具体数字,3311.9119869952556,6501.613375003217,9843.320190993836,1,1
theme-001,cross_paragraph_theme,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,4,3,基于retrieved,回答了原因方向,缺毛利率17.61%+汇兑3863万具体数字,14590.277294017142,6120.928991003893,20733.622381987516,1,1
theme-001,cross_paragraph_theme,global,0.6,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,4,3,基于retrieved,回答了原因方向,缺毛利率17.61%+汇兑3863万具体数字,11849.21615300118,8711.153982992982,20586.06184500968,1,1
theme-001,cross_paragraph_theme,global,0.6,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,4,3,基于retrieved,回答了原因方向,缺毛利率17.61%+汇兑3863万具体数字,13204.836401011562,6692.209889006335,19927.78126799385,1,1
theme-002,cross_paragraph_theme,vector,0.6,3,0.1,0.5,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三方向+客户+技术完整,完整回答,完整覆盖,5212.5799280183855,6317.478115990525,11548.746411979664,1,1
theme-002,cross_paragraph_theme,local,0.6,3,0.1,0.5,1.0,1.0,1.0,1.0,0.9197207891481876,False,5,5,5,三方向完整,完整回答,完整覆盖,4791.257254983066,13235.081346007064,18096.462699002586,1,1
theme-002,cross_paragraph_theme,vector,0.6,5,0.1,0.5,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三方向+客户+技术完整,完整回答,完整覆盖,10318.943446996855,8822.754612017889,19219.583721016534,1,1
theme-002,cross_paragraph_theme,vector,0.6,10,0.1,0.5,1.0,1.0,1.0,1.0,1.0,False,5,5,5,三方向+客户+技术完整,完整回答,完整覆盖,12249.782116996357,6619.620165001834,18885.42647002032,1,1
theme-002,cross_paragraph_theme,local,0.6,5,0.1,0.5,1.0,1.0,1.0,1.0,0.9197207891481876,False,5,5,5,三方向完整,完整回答,完整覆盖,7076.693566981703,10568.338298995513,17672.709658014355,1,1
theme-002,cross_paragraph_theme,local,0.6,10,0.1,0.5,1.0,1.0,1.0,1.0,0.9197207891481876,False,5,5,5,三方向完整,完整回答,完整覆盖,6386.368734994903,9609.181630017702,16023.719061020529,1,1
theme-002,cross_paragraph_theme,global,0.6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,5,4,三方向基于retrieved,回答了业务多元化,客户/技术充分但部分版本缺新能源具体产品,14666.237953002565,7496.461048984202,22185.507414018502,1,1
